ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.04,leaf persistence,growth allocation,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",general,"Competitive ability, mainly in relation to persistence",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.05,leaf distribution,growth allocation,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",general,"Competitive ability, mainly in relation to persistence",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.08,lateral spread,growth allocation,2,"CLOPLA, http://clopla.butbn.cas.cz",general,"Competitive ability, mainly in relation to regeneration",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.07,life cycle duration,longevity,2,"LEDA, http://www.leda-traitbase.org/LEDAportal/",general,"Competitive ability, mainly in relation to regeneration",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.06,reproduction mode,reproduction,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",general,"Competitive ability, mainly in relation to persistence and regeneration",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.09,clonality,reproduction,2,"CLOPLA, http://clopla.butbn.cas.cz",general,"Competitive ability, mainly in relation to regeneration",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.1,seed mass,reproduction,2,"SID, http://data.kew.org/sid/",general,"Competitive ability, mainly in relation to regeneration and Dispersal ability",,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.12,duration of flowering,reproduction,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",specific,Life history,,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.14,pollination mode,reproduction,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",specific,Life history,,,
20,"Bernhardt-Romermann, M; Romermann, C; Sperlich, S; Schmidt, W",2011,20.13,start of flowering period,temporal partitioning,2,"BiolFlor, http://www.ufz.de/index.php?en=14718",specific,Life history,,,
21,"Betzholtz, PE; Pettersson, LB; Ryrholm, N; Franzen, M",2013,21.03,wing span,dispersal,3,"Emmet et al. 1990, Skou P. 1991, Skou P. 1984, HuldÌ©n et al. 2000",general,Related to dispersal capacity,,,
21,"Betzholtz, PE; Pettersson, LB; Ryrholm, N; Franzen, M",2013,21.01,habitat niche,habitat,3,"Emmet et al. 1990, Skou P. 1991, Skou P. 1984, HuldÌ©n et al. 2000",general,Related to dispersal capacity,,,
21,"Betzholtz, PE; Pettersson, LB; Ryrholm, N; Franzen, M",2013,21.04,daytime temperature,locomotion,3,"Betzholtz P-E, FranzÌ©n M. 2011",general,Related to dispersal capacity,,,
21,"Betzholtz, PE; Pettersson, LB; Ryrholm, N; Franzen, M",2013,21.05,length of the flight period,reproduction,3,Svensson I. 1993,specific,proxy for the reproductive potential,,,
21,"Betzholtz, PE; Pettersson, LB; Ryrholm, N; Franzen, M",2013,21.02,larval dietary width,resource use,3,"Emmet et al. 1990, Skou P. 1991, Skou P. 1984, HuldÌ©n et al. 2000",general,Related to dispersal capacity,,,
22,"Bhaya, D; Grossman, AR; Steunou, AS; Khuri, N; Cohan, FM; Hamamura, N; Melendrez, MC; Bateson, MM; Ward, DM; Heidelberg, JF",2007,22.01,synechococcus OS-A,environmental tolerance,1,NA,specific,identify funational bases for adaptation,,,
22,"Bhaya, D; Grossman, AR; Steunou, AS; Khuri, N; Cohan, FM; Hamamura, N; Melendrez, MC; Bateson, MM; Ward, DM; Heidelberg, JF",2007,22.02,synechococcus OS-B,environmental tolerance,1,NA,specific,identify funational bases for adaptation,,,
23,"Bihn, JH; Gebauer, G; Brandl, R",2010,23.01,body size,body size,1,NA,specific,"relates to quantity of resources consumed, mode of resource acquisition, and type of resources consumed",,,
23,"Bihn, JH; Gebauer, G; Brandl, R",2010,23.02,relative eye size,resource use,1,NA,specific,"relates to quantity of resources consumed, mode of resource acquisition, and type of resources consumed",,,
23,"Bihn, JH; Gebauer, G; Brandl, R",2010,23.03,relative leg length,resource use,1,NA,specific,"relates to quantity of resources consumed, mode of resource acquisition, and type of resources consumed",,,
23,"Bihn, JH; Gebauer, G; Brandl, R",2010,23.04,trophic position,resource use,1,NA,specific,"relates to quantity of resources consumed, mode of resource acquisition, and type of resources consumed",,,
24,"Bird, C; McCleneghan, C",2005,24.01,exploration type,growth allocation,1,NA,none,"Functional diversity was measured by classifying EM morphotypes. Five different exploration types given by Agerer (2001): contact (no emanating hyphae or rhizomorphs), short distance (lots of emanating hyphae but no rhizomorphs), medium distance (sometimes emanating hyphae with rhizomorphs), long-distance (differentiated rhizomorphs up to decime- ters long), and pick-a-back (this type ‰ÛÏpiggy-backs‰Ûù on rhizomorphs of long distance exploration types)",,,
25,"Biswas, SR; Mallik, AU",2011,25.1,seed dispersal,dispersal,3,See Appendix of Biswas and Mallik 2010,specific,Plants migration and recovery; Matlack et al. 1994,,,
25,"Biswas, SR; Mallik, AU",2011,25.13,drought tolerance,environmental tolerance,"2,3",See Appendix of Biswas and Mallik 2010,specific,Adaptation; Plants adaptation to environmental stress,,,
25,"Biswas, SR; Mallik, AU",2011,25.14,fire tolerance,environmental tolerance,"2,3",See Appendix of Biswas and Mallik 2010,specific,"Adaptation; Ability of plants to avoid, withstand and/or stimulated by natural disturbance.",,,
25,"Biswas, SR; Mallik, AU",2011,25.07,stem tissue,growth allocation,3,See Appendix of Biswas and Mallik 2010,specific,Structural stability,,,
25,"Biswas, SR; Mallik, AU",2011,25.08,leaf longevity,growth allocation,"2,3",See Appendix of Biswas and Mallik 2010,specific,Productivity,,,
25,"Biswas, SR; Mallik, AU",2011,25.03,root depth,habitat,1,NA,specific,"Structural stability, effective functional areas; Plants with deep and dense root systems reinforce mechanical strength and hold soil more tightly than shallow rooting plants.",,,
25,"Biswas, SR; Mallik, AU",2011,25.06,life cycle duration,longevity,"2,3",See Appendix of Biswas and Mallik 2010,specific,"Productivity; Compared to the perennial plants annuals spend more energy on reproduction than growth and they produce numerous seeds. Therefore, presence of annual or perennial plants indicated energy allocation patterns.",,,
25,"Biswas, SR; Mallik, AU",2011,25.05,growth rate,metabolism,"2,3",See Appendix of Biswas and Mallik 2010,specific,Competition ability,,,
25,"Biswas, SR; Mallik, AU",2011,25.02,flower color,reproduction,1,NA,specific,Pollination syndrome; Plants with coloured flowers are likely to attract more insects than white flowers.,,,
25,"Biswas, SR; Mallik, AU",2011,25.09,regeneration,reproduction,"2,3",See Appendix of Biswas and Mallik 2010,specific,Plants migration and recovery; Matlack et al. 1994,,,
25,"Biswas, SR; Mallik, AU",2011,25.11,resprouting ability,reproduction,"2,3",See Appendix of Biswas and Mallik 2010,specific,Plants migration and recovery; Matlack et al. 1994,,,
25,"Biswas, SR; Mallik, AU",2011,25.12,seed bank,reproduction,3,See Appendix of Biswas and Mallik 2010,specific,"Plants migration and recovery; Diversity in the soil seed bank is an important predictor of community recovery after disturbance (Lavorel et al. 1994, Matlack et al. 1994)",,,
25,"Biswas, SR; Mallik, AU",2011,25.01,C:N ratio,resource use,1,NA,specific,"Productivity; C: N ratio indicates Carbon output per unit of atmospheric Nitrogen intake. Therefore, C: N ratio is reflective of the above ground productivity.",,,
25,"Biswas, SR; Mallik, AU",2011,25.04,moisture use,resource use,1,NA,specific,Competition ability,,,
26,"Biswas, SR; Mallik, AU",2010,26.1,seed dispersal,dispersal,3,See Appendix,specific,Plants migration and recovery; Matlack et al. 1994,,,
26,"Biswas, SR; Mallik, AU",2010,26.13,drought tolerance,environmental tolerance,"2,3",See Appendix,specific,Adaptation; Plants adaptation to environmental stress,,,
26,"Biswas, SR; Mallik, AU",2010,26.14,fire adaption,environmental tolerance,"2,3",See Appendix,specific,"Adaptation; Ability of plants to avoid, withstand and/or stimulated by natural disturbance.",,,
26,"Biswas, SR; Mallik, AU",2010,26.07,stem tissue,growth allocation,3,See Appendix,specific,Structural stability,,,
26,"Biswas, SR; Mallik, AU",2010,26.08,leaf longevity,growth allocation,"2,3",See Appendix,specific,Productivity,,,
26,"Biswas, SR; Mallik, AU",2010,26.03,root depth,habitat,1,NA,specific,"Structural stability, effective functional areas; Plants with deep and dense root systems reinforce mechanical strength and hold soil more tightly than shallow rooting plants.",,,
26,"Biswas, SR; Mallik, AU",2010,26.06,life cycle duration,longevity,"2,3",See Appendix,specific,"Productivity; Compared to the perennial plants annuals spend more energy on reproduction than growth and they produce numerous seeds. Therefore, presence of annual or perennial plants indicated energy allocation patterns.",,,
26,"Biswas, SR; Mallik, AU",2010,26.05,growth rate,metabolism,"2,3",See Appendix,specific,Competition ability,,,
26,"Biswas, SR; Mallik, AU",2010,26.02,flower color,reproduction,1,NA,specific,Pollination syndrome; Plants with coloured flowers are likely to attract more insects than white flowers.,,,
26,"Biswas, SR; Mallik, AU",2010,26.09,regeneration,reproduction,"2,3",See Appendix,specific,Plants migration and recovery; Matlack et al. 1994,,,
26,"Biswas, SR; Mallik, AU",2010,26.11,resprouting ability,reproduction,"2,3",See Appendix,specific,Plants migration and recovery; Matlack et al. 1994,,,
26,"Biswas, SR; Mallik, AU",2010,26.12,seed bank,reproduction,3,See Appendix,specific,"Plants migration and recovery; Diversity in the soil seed bank is an important predictor of community recovery after disturbance (Lavorel et al. 1994, Matlack et al. 1994)",,,
26,"Biswas, SR; Mallik, AU",2010,26.01,C:N ratio,resource use,1,NA,specific,"Productivity; C: N ratio indicates Carbon output per unit of atmospheric Nitrogen intake. Therefore, C: N ratio is reflective of the above ground productivity.",,,
26,"Biswas, SR; Mallik, AU",2010,26.04,moisture use,resource use,1,NA,specific,Competition ability,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.11,body mass,body size,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.07,arboreal,habitat,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.08,terrestrial,habitat,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.09,litter size,reproduction,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.1,number of litters per year,reproduction,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.01,diet of vertebrate flesh,resource use,3,,NA,,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.02,diet of eggs,resource use,3,,NA,,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.03,diet of invertebrates,resource use,3,,NA,,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.04,diet of plant material,resource use,3,,NA,,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.05,active by day,temporal partitioning,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
27,"Blackburn, TM; Petchey, OL; Cassey, P; Gaston, KJ",2005,27.06,active by night,temporal partitioning,3,10.1126/science.1101617,general,Chosen because of clear potential to contribute to mammalian functional diversity as it pertained to island bird extinction,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.26,height,body size,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.11,leaf Al content,environmental tolerance,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.16,leaf Sr content,environmental tolerance,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.01,leaf dry matter content,growth allocation,1,NA,specific,"relates to quantity of resources consumed, mode of resource acquisition, and type of resources consumed",,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.02,leaf dry matter content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.03,leaf area,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.04,specific leaf area,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.05,leaf C:N ratio,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.06,leaf C content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.07,leaf N content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.09,leaf Mg content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.1,leaf K content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.13,leaf Fe content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.14,leaf Mn content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.15,leaf P content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.17,leaf S content,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.25,wood density,growth allocation,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.08,leaf Ca content,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.12,leaf Cu content,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.18,fraction of stomata covered area,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.19,stomata density,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.2,stomata length,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.21,stomata width,resource use,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.24,leaf habit,temporal partitioning,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.22,leaf pinnation,unclassified,1,NA,general,NA,,,
28,"Bohnke, M; Krober, W; Welk, E; Wirth, C; Bruelheide, H",2014,28.23,leaf margin,unclassified,1,NA,general,NA,,,
34,"Bu, WS; Zang, RG; Ding, Y",2014,34.01,leaf surface area,growth allocation,1,NA,general,NA,,,
34,"Bu, WS; Zang, RG; Ding, Y",2014,34.02,leaf thickness,growth allocation,1,NA,general,NA,,,
34,"Bu, WS; Zang, RG; Ding, Y",2014,34.03,leaf chlorophyll content,growth allocation,1,NA,general,NA,,,
